video_id,chapter_index,chapter_desc,chapter_detail,chapter_timestamp,chapter_cover_url,chapter_abstract,chapter_review_status,chapter_recommend_type,crawl_time
7628861580435934518,1,章节1,章节1 — 沉浸式+深度解说经典战役之#塔山阻击战 #战争电影,378,,沉浸式+深度解说经典战役之#塔山阻击战 #战争电影,1,default,2026-04-27 15:10:56.260932
7628861580435934518,2,章节2,章节2 — 沉浸式+深度解说经典战役之#塔山阻击战 #战争电影,757,,沉浸式+深度解说经典战役之#塔山阻击战 #战争电影,1,default,2026-04-27 15:10:56.260932
7628861580435934518,3,章节3,章节3 — 沉浸式+深度解说经典战役之#塔山阻击战 #战争电影,1136,,沉浸式+深度解说经典战役之#塔山阻击战 #战争电影,1,default,2026-04-27 15:10:56.260932
7628906864238939392,1,章节1,章节1 — #国外生活 #外国小姐姐 #记录生活,60100,,#国外生活 #外国小姐姐 #记录生活,1,default,2026-04-27 15:11:05.249991
7628906864238939392,2,章节2,章节2 — #国外生活 #外国小姐姐 #记录生活,120200,,#国外生活 #外国小姐姐 #记录生活,1,default,2026-04-27 15:11:05.249991
7628944573020130579,1,章节1,章节1 — 花了2000...把美国所有刮刮乐每样买了一张...赚翻了...#人间观察计划  #在拍一种很新的v,117,,花了2000...把美国所有刮刮乐每样买了一张...赚翻了...#人间观察计划  #在拍一种很新的vlog,1,default,2026-04-27 15:11:23.702024
7628944573020130579,2,章节2,章节2 — 花了2000...把美国所有刮刮乐每样买了一张...赚翻了...#人间观察计划  #在拍一种很新的v,234,,花了2000...把美国所有刮刮乐每样买了一张...赚翻了...#人间观察计划  #在拍一种很新的vlog,1,default,2026-04-27 15:11:23.702024
7628944573020130579,3,章节3,章节3 — 花了2000...把美国所有刮刮乐每样买了一张...赚翻了...#人间观察计划  #在拍一种很新的v,351,,花了2000...把美国所有刮刮乐每样买了一张...赚翻了...#人间观察计划  #在拍一种很新的vlog,1,default,2026-04-27 15:11:23.702024
7628946780247428378,1,章节1,章节1 — #斩神 #安卿鱼 #拽哥 #我在抖音看动漫 #充能计划,92323,,#斩神 #安卿鱼 #拽哥 #我在抖音看动漫 #充能计划,1,default,2026-04-27 15:11:33.748366
7628946780247428378,2,章节2,章节2 — #斩神 #安卿鱼 #拽哥 #我在抖音看动漫 #充能计划,184646,,#斩神 #安卿鱼 #拽哥 #我在抖音看动漫 #充能计划,1,default,2026-04-27 15:11:33.748366
7629268617456143670,1,章节1,章节1 — 简直不要太快乐！#合肥美食#人间烟火  #好好吃饭 #合肥步行街 #6元糖水不限量,106217,,简直不要太快乐！#合肥美食#人间烟火  #好好吃饭 #合肥步行街 #6元糖水不限量,1,default,2026-04-27 15:11:43.291468
7629275610287795121,1,章节1,章节1 — #香港 #香港美食 #海鲜 #谁懂这一口的好吃程度 #心动打卡指南,69800,,#香港 #香港美食 #海鲜 #谁懂这一口的好吃程度 #心动打卡指南,1,default,2026-04-27 15:11:53.477623
7629275610287795121,2,章节2,章节2 — #香港 #香港美食 #海鲜 #谁懂这一口的好吃程度 #心动打卡指南,139600,,#香港 #香港美食 #海鲜 #谁懂这一口的好吃程度 #心动打卡指南,1,default,2026-04-27 15:11:53.477623
7629284843255237914,1,章节1,章节1 — #抖音精选 #冬阴功 #泰国美食 #妈呀太香了 #美食推荐,117950,,#抖音精选 #冬阴功 #泰国美食 #妈呀太香了 #美食推荐,1,default,2026-04-27 15:12:03.807644
7629325567690794995,1,章节1,"章节1 — 甜品天花板来了❗️冰山熔岩+巴斯克蛋糕的搭配，这个配方入口丝滑浓郁，一点也不甜腻～
巧克力脑袋闭眼冲",33494,,"甜品天花板来了❗️冰山熔岩+巴斯克蛋糕的搭配，这个配方入口丝滑浓郁，一点也不甜腻～
巧克力脑袋闭眼冲～
#冰山熔岩巴斯克 #巧克力控 #甜品治愈一切 #烘焙日常 #下午茶打卡",1,default,2026-04-27 15:12:14.072011
7629362643128150449,1,章节1,章节1 — #美食 #夜宵 #数10挑战 #美食创作人计划,97,,#美食 #夜宵 #数10挑战 #美食创作人计划,1,default,2026-04-27 15:12:25.993580
7629362643128150449,2,章节2,章节2 — #美食 #夜宵 #数10挑战 #美食创作人计划,194,,#美食 #夜宵 #数10挑战 #美食创作人计划,1,default,2026-04-27 15:12:25.993580
7629362643128150449,3,章节3,章节3 — #美食 #夜宵 #数10挑战 #美食创作人计划,291,,#美食 #夜宵 #数10挑战 #美食创作人计划,1,default,2026-04-27 15:12:25.993580
7629560213787413800,1,章节1,章节1 — #僵尸叔叔 #我的观影报告 #好剧推荐 #经典港片 #热门,300,,#僵尸叔叔 #我的观影报告 #好剧推荐 #经典港片 #热门,1,default,2026-04-27 15:12:33.286836
7629560213787413800,2,章节2,章节2 — #僵尸叔叔 #我的观影报告 #好剧推荐 #经典港片 #热门,601,,#僵尸叔叔 #我的观影报告 #好剧推荐 #经典港片 #热门,1,default,2026-04-27 15:12:33.286836
7629560213787413800,3,章节3,章节3 — #僵尸叔叔 #我的观影报告 #好剧推荐 #经典港片 #热门,902,,#僵尸叔叔 #我的观影报告 #好剧推荐 #经典港片 #热门,1,default,2026-04-27 15:12:33.286836
7629647541226753295,1,章节1,章节1 — #二次元 #动漫解说 #咒术回战 #五条悟 #漫画解说,62787,,#二次元 #动漫解说 #咒术回战 #五条悟 #漫画解说,1,default,2026-04-27 15:12:40.240233
7629647541226753295,2,章节2,章节2 — #二次元 #动漫解说 #咒术回战 #五条悟 #漫画解说,125574,,#二次元 #动漫解说 #咒术回战 #五条悟 #漫画解说,1,default,2026-04-27 15:12:40.240233
7629647541226753295,3,章节3,章节3 — #二次元 #动漫解说 #咒术回战 #五条悟 #漫画解说,188361,,#二次元 #动漫解说 #咒术回战 #五条悟 #漫画解说,1,default,2026-04-27 15:12:40.240233
7629661151560204276,1,章节1,章节1 — 南京美食分享-科巷篇｜你们还想看哪里请告诉我！#日常vlog #美食 #南京美食 #南京旅游攻略,62809,,南京美食分享-科巷篇｜你们还想看哪里请告诉我！#日常vlog #美食 #南京美食 #南京旅游攻略,1,default,2026-04-27 15:12:49.401678
7629661151560204276,2,章节2,章节2 — 南京美食分享-科巷篇｜你们还想看哪里请告诉我！#日常vlog #美食 #南京美食 #南京旅游攻略,125619,,南京美食分享-科巷篇｜你们还想看哪里请告诉我！#日常vlog #美食 #南京美食 #南京旅游攻略,1,default,2026-04-27 15:12:49.401678
7629661151560204276,3,章节3,章节3 — 南京美食分享-科巷篇｜你们还想看哪里请告诉我！#日常vlog #美食 #南京美食 #南京旅游攻略,188429,,南京美食分享-科巷篇｜你们还想看哪里请告诉我！#日常vlog #美食 #南京美食 #南京旅游攻略,1,default,2026-04-27 15:12:49.401678
7629672736956108072,1,章节1,章节1 — #地狱客栈 #美漫 #阿拉斯托,107091,,#地狱客栈 #美漫 #阿拉斯托,1,default,2026-04-27 15:13:06.974684
7629694390683962624,1,章节1,章节1 — #鬼灭之刃 #动漫解说 #堕姬 #动漫推荐 #二次元,79266,,#鬼灭之刃 #动漫解说 #堕姬 #动漫推荐 #二次元,1,default,2026-04-27 15:13:15.117251
7629694390683962624,2,章节2,章节2 — #鬼灭之刃 #动漫解说 #堕姬 #动漫推荐 #二次元,158533,,#鬼灭之刃 #动漫解说 #堕姬 #动漫推荐 #二次元,1,default,2026-04-27 15:13:15.117251
7629701737275998309,1,章节1,章节1 — 这顿饭清爽又舒服！#美食vlog #吃货日常 #厨房日记 #婚后生活,53867,,这顿饭清爽又舒服！#美食vlog #吃货日常 #厨房日记 #婚后生活,1,default,2026-04-27 15:13:23.220945
7629710513185869107,1,章节1,章节1 — #甄嬛传十级观众 #万字精讲,839,,#甄嬛传十级观众 #万字精讲,1,default,2026-04-27 15:13:31.547925
7629801442697903802,1,章节1,章节1 — 当你穿进老钱班22#侯绿萝#老钱班#舒肤佳国风沐浴露 #舒肤佳海棠知否,66989,,当你穿进老钱班22#侯绿萝#老钱班#舒肤佳国风沐浴露 #舒肤佳海棠知否,1,default,2026-04-27 15:13:38.763052
7629801442697903802,2,章节2,章节2 — 当你穿进老钱班22#侯绿萝#老钱班#舒肤佳国风沐浴露 #舒肤佳海棠知否,133978,,当你穿进老钱班22#侯绿萝#老钱班#舒肤佳国风沐浴露 #舒肤佳海棠知否,1,default,2026-04-27 15:13:38.763052
7630024688740102137,1,章节1,章节1 — 酱酱香香的八爪鱼拼盘#八爪鱼 #美食 #夜宵吃什么 #鱿鱼,42178,,酱酱香香的八爪鱼拼盘#八爪鱼 #美食 #夜宵吃什么 #鱿鱼,1,default,2026-04-27 15:13:43.197795
7630024688740102137,2,章节2,章节2 — 酱酱香香的八爪鱼拼盘#八爪鱼 #美食 #夜宵吃什么 #鱿鱼,84357,,酱酱香香的八爪鱼拼盘#八爪鱼 #美食 #夜宵吃什么 #鱿鱼,1,default,2026-04-27 15:13:43.197795
7630024688740102137,3,章节3,章节3 — 酱酱香香的八爪鱼拼盘#八爪鱼 #美食 #夜宵吃什么 #鱿鱼,126536,,酱酱香香的八爪鱼拼盘#八爪鱼 #美食 #夜宵吃什么 #鱿鱼,1,default,2026-04-27 15:13:43.197795
7630026128996706225,1,章节1,"章节1 — 《弹幕娇黛》 第一集
#原创动画#悬疑脑洞#细思极恐#求生",57120,,"《弹幕娇黛》 第一集
#原创动画#悬疑脑洞#细思极恐#求生",1,default,2026-04-27 15:13:49.362819
7630026128996706225,2,章节2,"章节2 — 《弹幕娇黛》 第一集
#原创动画#悬疑脑洞#细思极恐#求生",114241,,"《弹幕娇黛》 第一集
#原创动画#悬疑脑洞#细思极恐#求生",1,default,2026-04-27 15:13:49.362819
7630026128996706225,3,章节3,"章节3 — 《弹幕娇黛》 第一集
#原创动画#悬疑脑洞#细思极恐#求生",171362,,"《弹幕娇黛》 第一集
#原创动画#悬疑脑洞#细思极恐#求生",1,default,2026-04-27 15:13:49.362819
7630028593015346377,1,章节1,章节1 — #剧情,104,,#剧情,1,default,2026-04-27 15:13:54.520762
7630028593015346377,2,章节2,章节2 — #剧情,208,,#剧情,1,default,2026-04-27 15:13:54.520762
7630028593015346377,3,章节3,章节3 — #剧情,312,,#剧情,1,default,2026-04-27 15:13:54.520762
7630056950717222159,1,章节1,章节1 — #斗破苍穹,84358,,#斗破苍穹,1,default,2026-04-27 15:14:01.230688
7630056950717222159,2,章节2,章节2 — #斗破苍穹,168716,,#斗破苍穹,1,default,2026-04-27 15:14:01.230688
7630085171941900456,1,章节1,章节1 — #青年创作者成长计划 #炸猪排 #厚切猪排 #好吃到停不下来 #猪肉脆皮,49978,,#青年创作者成长计划 #炸猪排 #厚切猪排 #好吃到停不下来 #猪肉脆皮,1,default,2026-04-27 15:14:13.756529
7630085171941900456,2,章节2,章节2 — #青年创作者成长计划 #炸猪排 #厚切猪排 #好吃到停不下来 #猪肉脆皮,99956,,#青年创作者成长计划 #炸猪排 #厚切猪排 #好吃到停不下来 #猪肉脆皮,1,default,2026-04-27 15:14:13.756529
7630096638253616435,1,章节1,章节1 — 《サルベド漫画》#贞叶 #抖音精选作者福利派送#青年创作者成长计划  #年味的精选,198,,《サルベド漫画》#贞叶 #抖音精选作者福利派送#青年创作者成长计划  #年味的精选,1,default,2026-04-27 15:14:20.082468
7630304849803873574,1,章节1,章节1 — #地狱客栈 #亚当 #莉莉丝 #路西法 #绿帽,97620,,#地狱客栈 #亚当 #莉莉丝 #路西法 #绿帽,1,default,2026-04-27 15:14:33.220944
7630329911005154595,1,章节1,章节1 — ##凹凸世界 #派厄斯 #凹凸世界派厄斯 #青年创作者成长计划 #动漫进阶训练营,66229,,##凹凸世界 #派厄斯 #凹凸世界派厄斯 #青年创作者成长计划 #动漫进阶训练营,1,default,2026-04-27 15:14:40.598495
7630329911005154595,2,章节2,章节2 — ##凹凸世界 #派厄斯 #凹凸世界派厄斯 #青年创作者成长计划 #动漫进阶训练营,132458,,##凹凸世界 #派厄斯 #凹凸世界派厄斯 #青年创作者成长计划 #动漫进阶训练营,1,default,2026-04-27 15:14:40.598495
7630329911005154595,3,章节3,章节3 — ##凹凸世界 #派厄斯 #凹凸世界派厄斯 #青年创作者成长计划 #动漫进阶训练营,198687,,##凹凸世界 #派厄斯 #凹凸世界派厄斯 #青年创作者成长计划 #动漫进阶训练营,1,default,2026-04-27 15:14:40.598495
7630333079898361128,1,章节1,章节1 — #薛珍麒 #吴振宇 #独牙 #九球 #台球深度复盘,213,,#薛珍麒 #吴振宇 #独牙 #九球 #台球深度复盘,1,default,2026-04-27 15:14:50.268226
7630333079898361128,2,章节2,章节2 — #薛珍麒 #吴振宇 #独牙 #九球 #台球深度复盘,427,,#薛珍麒 #吴振宇 #独牙 #九球 #台球深度复盘,1,default,2026-04-27 15:14:50.268226
7630333079898361128,3,章节3,章节3 — #薛珍麒 #吴振宇 #独牙 #九球 #台球深度复盘,640,,#薛珍麒 #吴振宇 #独牙 #九球 #台球深度复盘,1,default,2026-04-27 15:14:50.268226
7630742038295629108,1,章节1,章节1 — 我不是戏神年番正式公布！#国漫推荐 #我不是戏神 #我不是戏神动画 #桃厂动漫IP和制作给到夯,62641,,我不是戏神年番正式公布！#国漫推荐 #我不是戏神 #我不是戏神动画 #桃厂动漫IP和制作给到夯,1,default,2026-04-27 15:14:57.049509
7630742038295629108,2,章节2,章节2 — 我不是戏神年番正式公布！#国漫推荐 #我不是戏神 #我不是戏神动画 #桃厂动漫IP和制作给到夯,125283,,我不是戏神年番正式公布！#国漫推荐 #我不是戏神 #我不是戏神动画 #桃厂动漫IP和制作给到夯,1,default,2026-04-27 15:14:57.049509
7630742038295629108,3,章节3,章节3 — 我不是戏神年番正式公布！#国漫推荐 #我不是戏神 #我不是戏神动画 #桃厂动漫IP和制作给到夯,187925,,我不是戏神年番正式公布！#国漫推荐 #我不是戏神 #我不是戏神动画 #桃厂动漫IP和制作给到夯,1,default,2026-04-27 15:14:57.049509
7630746470311922984,1,章节1,章节1 — 甚尔在失去妻子之前一定很幸福吧！#咒术回战 #伏黑甚尔 #动漫编年史 #我在抖音看动漫 #伏黑惠,64938,,甚尔在失去妻子之前一定很幸福吧！#咒术回战 #伏黑甚尔 #动漫编年史 #我在抖音看动漫 #伏黑惠,1,default,2026-04-27 15:15:05.196921
7630746470311922984,2,章节2,章节2 — 甚尔在失去妻子之前一定很幸福吧！#咒术回战 #伏黑甚尔 #动漫编年史 #我在抖音看动漫 #伏黑惠,129877,,甚尔在失去妻子之前一定很幸福吧！#咒术回战 #伏黑甚尔 #动漫编年史 #我在抖音看动漫 #伏黑惠,1,default,2026-04-27 15:15:05.196921
7630750215242610875,1,章节1,章节1 — {},174000,,{},1,default,2026-04-27 15:15:15.550102
