source_video_id,related_video_id,related_rank_position,related_author_id,related_author_sec_uid,related_author_nickname,related_caption,related_create_time,related_duration_ms,related_media_type,related_digg_count,related_comment_count,related_share_count,related_collect_count,related_play_count,related_cover_url_list,related_music_id,related_music_title,related_text_extra_raw,related_video_tag_raw,related_chapter_abstract,crawl_time
7626700596619348401,REL305427587917078573,2,337428384634,,推荐作者_321,相关推荐视频 — 来自 行走世界的北京老刘 的相关内容 #3,1775822717,1000,4,24788,921,4319,7115,96487,[],6820919950029183415,,,"[{""tag_id"": ""TAG_TRAVEL"", ""tag_name"": ""旅行"", ""tag_level"": 1}, {""tag_id"": ""TAG_ENTERTAINMENT"", ""tag_name"": ""娱乐"", ""tag_level"": 2}]",,2026-04-27 15:06:18.899887
7626700596619348401,REL224384834474677769,3,919634961595,,推荐作者_235,相关推荐视频 — 来自 行走世界的北京老刘 的相关内容 #4,1775739501,1000,4,562,1633,156,1535,56204,[],6820919950029183415,,,"[{""tag_id"": ""TAG_EDUCATION"", ""tag_name"": ""知识科普"", ""tag_level"": 1}, {""tag_id"": ""TAG_TRAVEL"", ""tag_name"": ""旅行"", ""tag_level"": 2}, {""tag_id"": ""TAG_ENTERTAINMENT"", ""tag_name"": ""娱乐"", ""tag_level"": 3}]",,2026-04-27 15:06:18.899887
7626700596619348401,REL658134357965466690,4,249222519651,,推荐作者_179,相关推荐视频 — 来自 行走世界的北京老刘 的相关内容 #5,1775786960,1000,4,34404,1698,2469,47,141052,[],6820919950029183415,,,"[{""tag_id"": ""TAG_EDUCATION"", ""tag_name"": ""知识科普"", ""tag_level"": 1}, {""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 2}, {""tag_id"": ""TAG_PETS"", ""tag_name"": ""萌宠"", ""tag_level"": 3}]",,2026-04-27 15:06:18.899887
7626700596619348401,REL657207177784276630,5,171116051243,,推荐作者_867,相关推荐视频 — 来自 行走世界的北京老刘 的相关内容 #6,1775819382,1160,4,38669,582,1271,2484,459478,[],6820919950029183415,,,"[{""tag_id"": ""TAG_EDUCATION"", ""tag_name"": ""知识科普"", ""tag_level"": 1}, {""tag_id"": ""TAG_GAMING"", ""tag_name"": ""游戏"", ""tag_level"": 2}, {""tag_id"": ""TAG_SPORTS"", ""tag_name"": ""运动"", ""tag_level"": 3}]",,2026-04-27 15:06:18.899887
7627061029150805302,REL509011687268792128,0,607390209789,,推荐作者_917,相关推荐视频 — 来自 泡芙说剧 的相关内容 #1,1775912013,1874,4,36733,1626,742,3183,274538,[],6821910704676285755,,,"[{""tag_id"": ""TAG_FASHION"", ""tag_name"": ""时尚"", ""tag_level"": 1}]",,2026-04-27 15:06:25.822427
7627061029150805302,REL640660526976378291,1,224192138273,,推荐作者_818,相关推荐视频 — 来自 泡芙说剧 的相关内容 #2,1775865557,1755,4,20759,1646,390,8618,15887,[],6821910704676285755,,,"[{""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 1}]",,2026-04-27 15:06:25.822427
7627061029150805302,REL411830789866462854,2,28843806339,,推荐作者_731,相关推荐视频 — 来自 泡芙说剧 的相关内容 #3,1775830916,2854,4,42277,1416,1507,7385,413149,[],6821910704676285755,,,"[{""tag_id"": ""TAG_PETS"", ""tag_name"": ""萌宠"", ""tag_level"": 1}, {""tag_id"": ""TAG_TECHNOLOGY"", ""tag_name"": ""科技"", ""tag_level"": 2}, {""tag_id"": ""TAG_PETS"", ""tag_name"": ""萌宠"", ""tag_level"": 3}]",,2026-04-27 15:06:25.822427
7627061029150805302,REL901017511405926014,3,597892242548,,推荐作者_385,相关推荐视频 — 来自 泡芙说剧 的相关内容 #4,1775837924,1286,4,6388,1340,3465,602,87299,[],6821910704676285755,,,"[{""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 1}, {""tag_id"": ""TAG_PETS"", ""tag_name"": ""萌宠"", ""tag_level"": 2}]",,2026-04-27 15:06:25.822427
7627061029150805302,REL556563431423838985,4,991856731169,,推荐作者_338,相关推荐视频 — 来自 泡芙说剧 的相关内容 #5,1775814929,1000,4,27712,1986,2889,5846,194699,[],6821910704676285755,,,"[{""tag_id"": ""TAG_PETS"", ""tag_name"": ""萌宠"", ""tag_level"": 1}, {""tag_id"": ""TAG_LIFESTYLE"", ""tag_name"": ""生活记录"", ""tag_level"": 2}, {""tag_id"": ""TAG_GAMING"", ""tag_name"": ""游戏"", ""tag_level"": 3}]",,2026-04-27 15:06:25.822427
7627061029150805302,REL907571979778684358,5,881576497126,,推荐作者_214,相关推荐视频 — 来自 泡芙说剧 的相关内容 #6,1775855622,2575,4,26856,364,1365,7216,26209,[],6821910704676285755,,,"[{""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 1}]",,2026-04-27 15:06:25.822427
7627071685094657299,REL635110848001777985,0,301807641270,,推荐作者_408,相关推荐视频 — 来自 漫鸽咕咕 的相关内容 #1,1775882714,349938,4,9569,36,259,5957,78973,[],6825649530997448332,,,"[{""tag_id"": ""TAG_LIFESTYLE"", ""tag_name"": ""生活记录"", ""tag_level"": 1}]",,2026-04-27 15:06:32.656854
7627071685094657299,REL886499648113421269,1,261127861496,,推荐作者_307,相关推荐视频 — 来自 漫鸽咕咕 的相关内容 #2,1775878364,265353,4,30577,1050,1980,7516,339132,[],6825649530997448332,,,"[{""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 1}]",,2026-04-27 15:06:32.656854
7627071685094657299,REL610244015787448194,2,760838014812,,推荐作者_745,相关推荐视频 — 来自 漫鸽咕咕 的相关内容 #3,1775914374,225180,4,46218,1029,4713,124,18549,[],6825649530997448332,,,"[{""tag_id"": ""TAG_PETS"", ""tag_name"": ""萌宠"", ""tag_level"": 1}, {""tag_id"": ""TAG_TECHNOLOGY"", ""tag_name"": ""科技"", ""tag_level"": 2}, {""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 3}]",,2026-04-27 15:06:32.656854
7627071685094657299,REL568207060341394510,3,413881816056,,推荐作者_815,相关推荐视频 — 来自 漫鸽咕咕 的相关内容 #4,1775910023,365919,4,4794,1314,1975,1600,341608,[],6825649530997448332,,,"[{""tag_id"": ""TAG_LIFESTYLE"", ""tag_name"": ""生活记录"", ""tag_level"": 1}]",,2026-04-27 15:06:32.656854
7627071685094657299,REL234436740731335721,4,961934133245,,推荐作者_338,相关推荐视频 — 来自 漫鸽咕咕 的相关内容 #5,1775834681,159436,4,46003,1717,4917,9125,122638,[],6825649530997448332,,,"[{""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 1}, {""tag_id"": ""TAG_TRAVEL"", ""tag_name"": ""旅行"", ""tag_level"": 2}]",,2026-04-27 15:06:32.656854
7627071685094657299,REL522820799357345210,5,736159955517,,推荐作者_290,相关推荐视频 — 来自 漫鸽咕咕 的相关内容 #6,1775880815,213146,4,43930,826,2585,887,371116,[],6825649530997448332,,,"[{""tag_id"": ""TAG_GAMING"", ""tag_name"": ""游戏"", ""tag_level"": 1}]",,2026-04-27 15:06:32.656854
7627097855253089579,REL758022378987515878,0,785130528725,,推荐作者_953,相关推荐视频 — 来自 番剧解语花 的相关内容 #1,1775879535,124104,4,38955,1807,3497,8655,430738,[],6825915597448795713,,,"[{""tag_id"": ""TAG_SPORTS"", ""tag_name"": ""运动"", ""tag_level"": 1}, {""tag_id"": ""TAG_LIFESTYLE"", ""tag_name"": ""生活记录"", ""tag_level"": 2}, {""tag_id"": ""TAG_FUNNY"", ""tag_name"": ""搞笑"", ""tag_level"": 3}]",,2026-04-27 15:06:42.052120
7627097855253089579,REL189876229444656628,1,212353393410,,推荐作者_817,相关推荐视频 — 来自 番剧解语花 的相关内容 #2,1775865783,101016,4,37205,420,4896,9880,189195,[],6825915597448795713,,,"[{""tag_id"": ""TAG_GAMING"", ""tag_name"": ""游戏"", ""tag_level"": 1}]",,2026-04-27 15:06:42.052120
7627097855253089579,REL898813979639239066,2,400683589268,,推荐作者_663,相关推荐视频 — 来自 番剧解语花 的相关内容 #3,1775854706,266962,4,28612,1161,1923,4091,6085,[],6825915597448795713,,,"[{""tag_id"": ""TAG_FASHION"", ""tag_name"": ""时尚"", ""tag_level"": 1}]",,2026-04-27 15:06:42.052120
7627097855253089579,REL941843232609845369,3,472963854060,,推荐作者_640,相关推荐视频 — 来自 番剧解语花 的相关内容 #4,1775829812,201350,4,9917,725,1970,7689,66423,[],6825915597448795713,,,"[{""tag_id"": ""TAG_LIFESTYLE"", ""tag_name"": ""生活记录"", ""tag_level"": 1}]",,2026-04-27 15:06:42.052120
7627097855253089579,REL246584350499099491,4,687716452659,,推荐作者_142,相关推荐视频 — 来自 番剧解语花 的相关内容 #5,1775856720,365055,4,36390,487,990,989,236967,[],6825915597448795713,,,"[{""tag_id"": ""TAG_TECHNOLOGY"", ""tag_name"": ""科技"", ""tag_level"": 1}, {""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 2}, {""tag_id"": ""TAG_GAMING"", ""tag_name"": ""游戏"", ""tag_level"": 3}]",,2026-04-27 15:06:42.052120
7627097855253089579,REL892932446726083096,5,285332223302,,推荐作者_777,相关推荐视频 — 来自 番剧解语花 的相关内容 #6,1775870439,147100,4,10184,957,2610,570,234739,[],6825915597448795713,,,"[{""tag_id"": ""TAG_TECHNOLOGY"", ""tag_name"": ""科技"", ""tag_level"": 1}, {""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 2}, {""tag_id"": ""TAG_GAMING"", ""tag_name"": ""游戏"", ""tag_level"": 3}]",,2026-04-27 15:06:42.052120
7627138316899056603,REL333495855869080891,0,54721385819,,推荐作者_107,相关推荐视频 — 来自 凶猛的清余 的相关内容 #1,1775880191,620545,4,12312,1305,3367,4955,441922,[],6821255615932671934,,,"[{""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 1}]",,2026-04-27 15:06:52.655516
7627138316899056603,REL327192661494628632,1,301826210078,,推荐作者_199,相关推荐视频 — 来自 凶猛的清余 的相关内容 #2,1775863480,580882,4,38263,1545,4508,1052,492299,[],6821255615932671934,,,"[{""tag_id"": ""TAG_PETS"", ""tag_name"": ""萌宠"", ""tag_level"": 1}, {""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 2}, {""tag_id"": ""TAG_TECHNOLOGY"", ""tag_name"": ""科技"", ""tag_level"": 3}]",,2026-04-27 15:06:52.655516
7627138316899056603,REL984130014794079251,2,953469141440,,推荐作者_629,相关推荐视频 — 来自 凶猛的清余 的相关内容 #3,1775839634,226164,4,47069,608,1111,5528,213155,[],6821255615932671934,,,"[{""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 1}]",,2026-04-27 15:06:52.655516
7627138316899056603,REL861217262021928253,3,620588617286,,推荐作者_187,相关推荐视频 — 来自 凶猛的清余 的相关内容 #4,1775872377,239374,4,27163,163,1266,4543,80995,[],6821255615932671934,,,"[{""tag_id"": ""TAG_ENTERTAINMENT"", ""tag_name"": ""娱乐"", ""tag_level"": 1}, {""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 2}]",,2026-04-27 15:06:52.655516
7627138316899056603,REL866739842015318754,4,588385581460,,推荐作者_571,相关推荐视频 — 来自 凶猛的清余 的相关内容 #5,1775905301,302127,4,42410,742,4176,4048,56386,[],6821255615932671934,,,"[{""tag_id"": ""TAG_SPORTS"", ""tag_name"": ""运动"", ""tag_level"": 1}, {""tag_id"": ""TAG_SPORTS"", ""tag_name"": ""运动"", ""tag_level"": 2}, {""tag_id"": ""TAG_FUNNY"", ""tag_name"": ""搞笑"", ""tag_level"": 3}]",,2026-04-27 15:06:52.655516
7627138316899056603,REL795117688907111341,5,214745392238,,推荐作者_783,相关推荐视频 — 来自 凶猛的清余 的相关内容 #6,1775892257,217937,4,47082,465,4480,7267,51097,[],6821255615932671934,,,"[{""tag_id"": ""TAG_PETS"", ""tag_name"": ""萌宠"", ""tag_level"": 1}, {""tag_id"": ""TAG_PETS"", ""tag_name"": ""萌宠"", ""tag_level"": 2}, {""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 3}]",,2026-04-27 15:06:52.655516
7627193816662936883,REL338085830036179979,0,848013750707,,推荐作者_655,相关推荐视频 — 来自 萌苒派对 的相关内容 #1,1775900329,276166,4,3167,899,926,2452,439619,[],6822584033243228467,,,"[{""tag_id"": ""TAG_TRAVEL"", ""tag_name"": ""旅行"", ""tag_level"": 1}, {""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 2}]",,2026-04-27 15:07:02.753111
7627193816662936883,REL866201184461983446,1,875829388457,,推荐作者_738,相关推荐视频 — 来自 萌苒派对 的相关内容 #2,1775956520,319531,4,17032,1439,1242,3330,123153,[],6822584033243228467,,,"[{""tag_id"": ""TAG_SPORTS"", ""tag_name"": ""运动"", ""tag_level"": 1}, {""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 2}, {""tag_id"": ""TAG_FUNNY"", ""tag_name"": ""搞笑"", ""tag_level"": 3}]",,2026-04-27 15:07:02.753111
7627193816662936883,REL245128656566731771,2,940618820699,,推荐作者_166,相关推荐视频 — 来自 萌苒派对 的相关内容 #3,1775970470,410678,4,16487,1035,1411,4906,226329,[],6822584033243228467,,,"[{""tag_id"": ""TAG_ENTERTAINMENT"", ""tag_name"": ""娱乐"", ""tag_level"": 1}, {""tag_id"": ""TAG_FASHION"", ""tag_name"": ""时尚"", ""tag_level"": 2}]",,2026-04-27 15:07:02.753111
7627193816662936883,REL582911212219380427,3,440217453850,,推荐作者_576,相关推荐视频 — 来自 萌苒派对 的相关内容 #4,1775918336,169714,4,6674,365,4761,894,241533,[],6822584033243228467,,,"[{""tag_id"": ""TAG_TECHNOLOGY"", ""tag_name"": ""科技"", ""tag_level"": 1}, {""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 2}, {""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 3}]",,2026-04-27 15:07:02.753111
7627193816662936883,REL957884972414670115,4,171941108933,,推荐作者_434,相关推荐视频 — 来自 萌苒派对 的相关内容 #5,1775937447,200053,4,8303,506,4371,300,190686,[],6822584033243228467,,,"[{""tag_id"": ""TAG_FASHION"", ""tag_name"": ""时尚"", ""tag_level"": 1}]",,2026-04-27 15:07:02.753111
7627193816662936883,REL925163566866276229,5,328317661567,,推荐作者_206,相关推荐视频 — 来自 萌苒派对 的相关内容 #6,1775973187,295188,4,30445,1941,2002,5286,266411,[],6822584033243228467,,,"[{""tag_id"": ""TAG_PETS"", ""tag_name"": ""萌宠"", ""tag_level"": 1}, {""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 2}, {""tag_id"": ""TAG_SPORTS"", ""tag_name"": ""运动"", ""tag_level"": 3}]",,2026-04-27 15:07:02.753111
7627326318220201258,REL268515050153807367,0,988717859534,,推荐作者_228,相关推荐视频 — 来自 异常收录档案 的相关内容 #1,1775958161,1730,4,18606,937,4196,1528,414543,[],6825999857143648286,,,"[{""tag_id"": ""TAG_EDUCATION"", ""tag_name"": ""知识科普"", ""tag_level"": 1}, {""tag_id"": ""TAG_ENTERTAINMENT"", ""tag_name"": ""娱乐"", ""tag_level"": 2}, {""tag_id"": ""TAG_TRAVEL"", ""tag_name"": ""旅行"", ""tag_level"": 3}]",,2026-04-27 15:07:13.373333
7627326318220201258,REL407248360643554917,1,59605622799,,推荐作者_927,相关推荐视频 — 来自 异常收录档案 的相关内容 #2,1775969397,1815,4,17185,1315,3113,540,375668,[],6825999857143648286,,,"[{""tag_id"": ""TAG_FASHION"", ""tag_name"": ""时尚"", ""tag_level"": 1}]",,2026-04-27 15:07:13.373333
7627326318220201258,REL814271845476139730,2,219835064969,,推荐作者_289,相关推荐视频 — 来自 异常收录档案 的相关内容 #3,1775968603,1241,4,14431,1278,3769,23,276766,[],6825999857143648286,,,"[{""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 1}]",,2026-04-27 15:07:13.373333
7627326318220201258,REL352806747367739693,3,71442475474,,推荐作者_993,相关推荐视频 — 来自 异常收录档案 的相关内容 #4,1775916503,1000,4,22967,868,761,7876,316509,[],6825999857143648286,,,"[{""tag_id"": ""TAG_GAMING"", ""tag_name"": ""游戏"", ""tag_level"": 1}]",,2026-04-27 15:07:13.373333
7627326318220201258,REL453634652413209968,4,922633925653,,推荐作者_682,相关推荐视频 — 来自 异常收录档案 的相关内容 #5,1775908745,1705,4,36006,922,1514,6599,329458,[],6825999857143648286,,,"[{""tag_id"": ""TAG_LIFESTYLE"", ""tag_name"": ""生活记录"", ""tag_level"": 1}]",,2026-04-27 15:07:13.373333
7627326318220201258,REL525505575483098375,5,950560483678,,推荐作者_639,相关推荐视频 — 来自 异常收录档案 的相关内容 #6,1775929179,1000,4,17201,181,3390,9861,423157,[],6825999857143648286,,,"[{""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 1}]",,2026-04-27 15:07:13.373333
7627338394946784563,REL136228365945931443,0,455136361538,,推荐作者_360,相关推荐视频 — 来自 玉林阿婆 的相关内容 #1,1775993056,2748,4,13959,1983,2264,5314,375727,[],6820277705884020387,,,"[{""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 1}, {""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 2}]",,2026-04-27 15:07:22.385289
7627338394946784563,REL372232253024135327,1,948060243669,,推荐作者_693,相关推荐视频 — 来自 玉林阿婆 的相关内容 #2,1775975436,2720,4,18380,788,2015,8942,281347,[],6820277705884020387,,,"[{""tag_id"": ""TAG_GAMING"", ""tag_name"": ""游戏"", ""tag_level"": 1}]",,2026-04-27 15:07:22.385289
7627338394946784563,REL747804281519391591,2,513844810233,,推荐作者_751,相关推荐视频 — 来自 玉林阿婆 的相关内容 #3,1775994501,1910,4,9555,1294,2013,3423,348565,[],6820277705884020387,,,"[{""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 1}, {""tag_id"": ""TAG_LIFESTYLE"", ""tag_name"": ""生活记录"", ""tag_level"": 2}]",,2026-04-27 15:07:22.385289
7627338394946784563,REL496045097410197159,3,134548948129,,推荐作者_466,相关推荐视频 — 来自 玉林阿婆 的相关内容 #4,1775986596,2540,4,4677,262,3277,7330,331791,[],6820277705884020387,,,"[{""tag_id"": ""TAG_SPORTS"", ""tag_name"": ""运动"", ""tag_level"": 1}, {""tag_id"": ""TAG_TRAVEL"", ""tag_name"": ""旅行"", ""tag_level"": 2}, {""tag_id"": ""TAG_FUNNY"", ""tag_name"": ""搞笑"", ""tag_level"": 3}]",,2026-04-27 15:07:22.385289
7627338394946784563,REL117789800808422592,4,333281374245,,推荐作者_823,相关推荐视频 — 来自 玉林阿婆 的相关内容 #5,1775924283,2820,4,46992,1721,3756,2466,456692,[],6820277705884020387,,,"[{""tag_id"": ""TAG_TECHNOLOGY"", ""tag_name"": ""科技"", ""tag_level"": 1}, {""tag_id"": ""TAG_FASHION"", ""tag_name"": ""时尚"", ""tag_level"": 2}, {""tag_id"": ""TAG_ENTERTAINMENT"", ""tag_name"": ""娱乐"", ""tag_level"": 3}]",,2026-04-27 15:07:22.385289
7627338394946784563,REL216426523112447005,5,282401000345,,推荐作者_700,相关推荐视频 — 来自 玉林阿婆 的相关内容 #6,1775980523,1565,4,7018,562,3373,9143,455253,[],6820277705884020387,,,"[{""tag_id"": ""TAG_SPORTS"", ""tag_name"": ""运动"", ""tag_level"": 1}, {""tag_id"": ""TAG_TRAVEL"", ""tag_name"": ""旅行"", ""tag_level"": 2}, {""tag_id"": ""TAG_TECHNOLOGY"", ""tag_name"": ""科技"", ""tag_level"": 3}]",,2026-04-27 15:07:22.385289
7627416174665452806,REL282270167131767444,0,546658244601,,推荐作者_590,相关推荐视频 — 来自 看漫小熊 的相关内容 #1,1776026037,1000,4,29160,1220,3727,2551,154548,[],6820585433087545622,,,"[{""tag_id"": ""TAG_EDUCATION"", ""tag_name"": ""知识科普"", ""tag_level"": 1}, {""tag_id"": ""TAG_TRAVEL"", ""tag_name"": ""旅行"", ""tag_level"": 2}, {""tag_id"": ""TAG_FASHION"", ""tag_name"": ""时尚"", ""tag_level"": 3}]",,2026-04-27 15:07:42.802850
7627416174665452806,REL388442045510214633,1,976367106784,,推荐作者_662,相关推荐视频 — 来自 看漫小熊 的相关内容 #2,1776008030,1000,4,20043,1088,116,5392,200630,[],6820585433087545622,,,"[{""tag_id"": ""TAG_TECHNOLOGY"", ""tag_name"": ""科技"", ""tag_level"": 1}, {""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 2}, {""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 3}]",,2026-04-27 15:07:42.802850
7627416174665452806,REL887596851990260539,2,614125169988,,推荐作者_425,相关推荐视频 — 来自 看漫小熊 的相关内容 #3,1776000550,1000,4,42380,1707,1640,3222,428450,[],6820585433087545622,,,"[{""tag_id"": ""TAG_ENTERTAINMENT"", ""tag_name"": ""娱乐"", ""tag_level"": 1}, {""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 2}]",,2026-04-27 15:07:42.802850
7627416174665452806,REL540841830483216446,3,635880475113,,推荐作者_589,相关推荐视频 — 来自 看漫小熊 的相关内容 #4,1776037085,1000,4,16772,805,4563,9544,462013,[],6820585433087545622,,,"[{""tag_id"": ""TAG_TECHNOLOGY"", ""tag_name"": ""科技"", ""tag_level"": 1}, {""tag_id"": ""TAG_LIFESTYLE"", ""tag_name"": ""生活记录"", ""tag_level"": 2}, {""tag_id"": ""TAG_FUNNY"", ""tag_name"": ""搞笑"", ""tag_level"": 3}]",,2026-04-27 15:07:42.802850
7627416174665452806,REL858990597185781142,4,978422386456,,推荐作者_118,相关推荐视频 — 来自 看漫小熊 的相关内容 #5,1776030354,1000,4,11735,1525,526,4806,313487,[],6820585433087545622,,,"[{""tag_id"": ""TAG_TECHNOLOGY"", ""tag_name"": ""科技"", ""tag_level"": 1}, {""tag_id"": ""TAG_EDUCATION"", ""tag_name"": ""知识科普"", ""tag_level"": 2}, {""tag_id"": ""TAG_GAMING"", ""tag_name"": ""游戏"", ""tag_level"": 3}]",,2026-04-27 15:07:42.802850
7627416174665452806,REL316203648534102874,5,648371002415,,推荐作者_510,相关推荐视频 — 来自 看漫小熊 的相关内容 #6,1776019345,1000,4,14537,923,2929,3625,205581,[],6820585433087545622,,,"[{""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 1}, {""tag_id"": ""TAG_FUNNY"", ""tag_name"": ""搞笑"", ""tag_level"": 2}]",,2026-04-27 15:07:42.802850
7627417139495256057,REL296970947915169014,0,817895456585,,推荐作者_361,相关推荐视频 — 来自 于不易 的相关内容 #1,1776048996,239067,4,18363,15,195,3361,227776,[],6820881927700370437,,,"[{""tag_id"": ""TAG_SPORTS"", ""tag_name"": ""运动"", ""tag_level"": 1}, {""tag_id"": ""TAG_SPORTS"", ""tag_name"": ""运动"", ""tag_level"": 2}, {""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 3}]",,2026-04-27 15:07:50.364153
7627417139495256057,REL855256479610892053,1,146945779414,,推荐作者_816,相关推荐视频 — 来自 于不易 的相关内容 #2,1776033089,214258,4,38739,230,1950,4506,499306,[],6820881927700370437,,,"[{""tag_id"": ""TAG_FASHION"", ""tag_name"": ""时尚"", ""tag_level"": 1}]",,2026-04-27 15:07:50.364153
7627417139495256057,REL273331740907818901,2,162423946751,,推荐作者_123,相关推荐视频 — 来自 于不易 的相关内容 #3,1776005657,454724,4,43898,1865,1448,9808,316697,[],6820881927700370437,,,"[{""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 1}]",,2026-04-27 15:07:50.364153
7627417139495256057,REL224197765613114889,3,792830594157,,推荐作者_162,相关推荐视频 — 来自 于不易 的相关内容 #4,1775988494,581255,4,13604,447,3317,4525,56810,[],6820881927700370437,,,"[{""tag_id"": ""TAG_PETS"", ""tag_name"": ""萌宠"", ""tag_level"": 1}, {""tag_id"": ""TAG_TECHNOLOGY"", ""tag_name"": ""科技"", ""tag_level"": 2}, {""tag_id"": ""TAG_TECHNOLOGY"", ""tag_name"": ""科技"", ""tag_level"": 3}]",,2026-04-27 15:07:50.364153
7627417139495256057,REL849276356431606488,4,184592816207,,推荐作者_239,相关推荐视频 — 来自 于不易 的相关内容 #5,1776005726,422525,4,12258,1001,1475,6861,398440,[],6820881927700370437,,,"[{""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 1}]",,2026-04-27 15:07:50.364153
7627417139495256057,REL992837804975249481,5,999427690131,,推荐作者_686,相关推荐视频 — 来自 于不易 的相关内容 #6,1775966945,204474,4,25871,1366,3639,1182,488355,[],6820881927700370437,,,"[{""tag_id"": ""TAG_PETS"", ""tag_name"": ""萌宠"", ""tag_level"": 1}, {""tag_id"": ""TAG_MUSIC"", ""tag_name"": ""音乐"", ""tag_level"": 2}, {""tag_id"": ""TAG_PETS"", ""tag_name"": ""萌宠"", ""tag_level"": 3}]",,2026-04-27 15:07:50.364153
7627431605422901425,REL386493748866118326,0,466596796979,,推荐作者_259,相关推荐视频 — 来自 咸鱼梦想家vlog 的相关内容 #1,1775942862,1000,4,18499,1344,3815,3533,162549,[],6824783642638461491,,,"[{""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 1}]",,2026-04-27 15:07:57.016408
7627431605422901425,REL848908067753787500,1,823018478731,,推荐作者_807,相关推荐视频 — 来自 咸鱼梦想家vlog 的相关内容 #2,1775993522,1000,4,20891,470,3744,7144,400893,[],6824783642638461491,,,"[{""tag_id"": ""TAG_LIFESTYLE"", ""tag_name"": ""生活记录"", ""tag_level"": 1}]",,2026-04-27 15:07:57.016408
7627431605422901425,REL542131701752229549,2,894100709340,,推荐作者_340,相关推荐视频 — 来自 咸鱼梦想家vlog 的相关内容 #3,1775915056,1000,4,45794,192,1629,1535,154625,[],6824783642638461491,,,"[{""tag_id"": ""TAG_PETS"", ""tag_name"": ""萌宠"", ""tag_level"": 1}, {""tag_id"": ""TAG_EDUCATION"", ""tag_name"": ""知识科普"", ""tag_level"": 2}, {""tag_id"": ""TAG_LIFESTYLE"", ""tag_name"": ""生活记录"", ""tag_level"": 3}]",,2026-04-27 15:07:57.016408
7627431605422901425,REL160766632168673588,3,62279030386,,推荐作者_579,相关推荐视频 — 来自 咸鱼梦想家vlog 的相关内容 #4,1775923252,1000,4,125,1701,3873,988,18384,[],6824783642638461491,,,"[{""tag_id"": ""TAG_FOOD"", ""tag_name"": ""美食"", ""tag_level"": 1}]",,2026-04-27 15:07:57.016408
7627431605422901425,REL687031845819269900,4,824896044242,,推荐作者_407,相关推荐视频 — 来自 咸鱼梦想家vlog 的相关内容 #5,1775917442,1000,4,3351,1721,1342,8231,277026,[],6824783642638461491,,,"[{""tag_id"": ""TAG_PETS"", ""tag_name"": ""萌宠"", ""tag_level"": 1}, {""tag_id"": ""TAG_FUNNY"", ""tag_name"": ""搞笑"", ""tag_level"": 2}, {""tag_id"": ""TAG_GAMING"", ""tag_name"": ""游戏"", ""tag_level"": 3}]",,2026-04-27 15:07:57.016408
